Report_Year,Census_Tract_1990,Crime_Type,Report_Year_Total
2002,26,Violent Crimes Total,14
2002,27,Aggravated Assault,8
2002,27,Homicide,0
2002,27,NonResidential Burglary,4
2002,27,Property Crimes Total,243
2002,27,Rape,2
2002,27,Residential Burglary,29
2002,27,Robbery,4
2002,27,Theft,165
2002,27,Vehicle Theft,45
2002,27,Violent Crimes Total,14
2002,28,Aggravated Assault,5
2002,28,Homicide,0
2002,28,NonResidential Burglary,8
2002,28,Property Crimes Total,225
2002,28,Rape,0
2002,28,Residential Burglary,48
2002,28,Robbery,0
2002,28,Theft,122
2002,28,Vehicle Theft,46
2002,28,Violent Crimes Total,5
2002,29,Aggravated Assault,5
2002,29,Homicide,0
2002,29,NonResidential Burglary,6
2002,29,Property Crimes Total,168
2002,29,Rape,0
2002,29,Residential Burglary,22
2002,29,Robbery,2
2002,29,Theft,98
2002,29,Vehicle Theft,40
2002,29,Violent Crimes Total,7
2002,3,Aggravated Assault,8
2002,3,Homicide,0
2002,3,NonResidential Burglary,3
2002,3,Property Crimes Total,94
2002,3,Rape,0
2002,3,Residential Burglary,11
2002,3,Robbery,4
2002,3,Theft,59
2002,3,Vehicle Theft,21
2002,3,Violent Crimes Total,12
2002,30,Aggravated Assault,12
2002,30,Homicide,0
2002,30,NonResidential Burglary,5
2002,30,Property Crimes Total,250
2002,30,Rape,0
2002,30,Residential Burglary,36
2002,30,Robbery,7
2002,30,Theft,143
2002,30,Vehicle Theft,64
2002,30,Violent Crimes Total,19
2002,31,Aggravated Assault,3
2002,31,Homicide,0
2002,31,NonResidential Burglary,10
2002,31,Property Crimes Total,215
2002,31,Rape,3
2002,31,Residential Burglary,28
2002,31,Robbery,6
2002,31,Theft,128
2002,31,Vehicle Theft,47
2002,31,Violent Crimes Total,12
2002,32,Aggravated Assault,9
2002,32,Homicide,0
2002,32,NonResidential Burglary,9
2002,32,Property Crimes Total,330
2002,32,Rape,0
2002,32,Residential Burglary,44
2002,32,Robbery,5
2002,32,Theft,196
2002,32,Vehicle Theft,77
2002,32,Violent Crimes Total,14
2002,33,Aggravated Assault,9
2002,33,Homicide,0
2002,33,NonResidential Burglary,8
2002,33,Property Crimes Total,223
2002,33,Rape,0
2002,33,Residential Burglary,32
2002,33,Robbery,3
2002,33,Theft,128
2002,33,Vehicle Theft,55
2002,33,Violent Crimes Total,12
2002,34,Aggravated Assault,8
2002,34,Homicide,0
2002,34,NonResidential Burglary,2
2002,34,Property Crimes Total,101
2002,34,Rape,0
2002,34,Residential Burglary,11
2002,34,Robbery,1
2002,34,Theft,57
2002,34,Vehicle Theft,30
2002,34,Violent Crimes Total,9
2002,35,Aggravated Assault,1
2002,35,Homicide,0
2002,35,NonResidential Burglary,9
2002,35,Property Crimes Total,177
2002,35,Rape,1
2002,35,Residential Burglary,23
2002,35,Robbery,1
2002,35,Theft,98
2002,35,Vehicle Theft,47
2002,35,Violent Crimes Total,3
2002,36,Aggravated Assault,5
2002,36,Homicide,0
2002,36,NonResidential Burglary,9
2002,36,Property Crimes Total,401
2002,36,Rape,0
2002,36,Residential Burglary,31
2002,36,Robbery,15
2002,36,Theft,243
2002,36,Vehicle Theft,117
2002,36,Violent Crimes Total,20
2002,37,Aggravated Assault,1
2002,37,Homicide,0
2002,37,NonResidential Burglary,1
2002,37,Property Crimes Total,49
2002,37,Rape,0
2002,37,Residential Burglary,4
2002,37,Robbery,0
2002,37,Theft,31
2002,37,Vehicle Theft,12
2002,37,Violent Crimes Total,1
2002,38,Aggravated Assault,2
2002,38,Homicide,0
2002,38,NonResidential Burglary,1
2002,38,Property Crimes Total,70
2002,38,Rape,0
2002,38,Residential Burglary,10
2002,38,Robbery,1
2002,38,Theft,43
2002,38,Vehicle Theft,15
2002,38,Violent Crimes Total,3
2002,39,Aggravated Assault,5
2002,39,Homicide,0
2002,39,NonResidential Burglary,4
2002,39,Property Crimes Total,73
2002,39,Rape,0
2002,39,Residential Burglary,11
2002,39,Robbery,1
2002,39,Theft,43
2002,39,Vehicle Theft,15
2002,39,Violent Crimes Total,6
2002,4,Aggravated Assault,19
2002,4,Homicide,0
2002,4,NonResidential Burglary,14
2002,4,Property Crimes Total,467
2002,4,Rape,1
2002,4,Residential Burglary,67
2002,4,Robbery,9
2002,4,Theft,274
2002,4,Vehicle Theft,106
2002,4,Violent Crimes Total,29
2002,40.98,Aggravated Assault,0
2002,40.98,Homicide,0
2002,40.98,NonResidential Burglary,1
2002,40.98,Property Crimes Total,46
2002,40.98,Rape,0
2002,40.98,Residential Burglary,10
2002,40.98,Robbery,0
2002,40.98,Theft,25
2002,40.98,Vehicle Theft,10
2002,40.98,Violent Crimes Total,0
2002,41,Aggravated Assault,4
2002,41,Homicide,0
2002,41,NonResidential Burglary,2
2002,41,Property Crimes Total,183
2002,41,Rape,1
2002,41,Residential Burglary,20
2002,41,Robbery,5
2002,41,Theft,135
2002,41,Vehicle Theft,26
2002,41,Violent Crimes Total,10
2002,42,Aggravated Assault,1
2002,42,Homicide,0
2002,42,NonResidential Burglary,8
2002,42,Property Crimes Total,205
2002,42,Rape,1
2002,42,Residential Burglary,36
2002,42,Robbery,1
2002,42,Theft,119
2002,42,Vehicle Theft,40
2002,42,Violent Crimes Total,3
2002,43,Aggravated Assault,8
2002,43,Homicide,0
2002,43,NonResidential Burglary,11
2002,43,Property Crimes Total,468
2002,43,Rape,1
2002,43,Residential Burglary,86
2002,43,Robbery,14
2002,43,Theft,277
2002,43,Vehicle Theft,92
2002,43,Violent Crimes Total,23
2002,44,Aggravated Assault,26
2002,44,Homicide,0
2002,44,NonResidential Burglary,9
2002,44,Property Crimes Total,471
2002,44,Rape,0
2002,44,Residential Burglary,88
2002,44,Robbery,10
2002,44,Theft,276
2002,44,Vehicle Theft,96
2002,44,Violent Crimes Total,36
2002,45,Aggravated Assault,5
2002,45,Homicide,0
2002,45,NonResidential Burglary,2
2002,45,Property Crimes Total,136
2002,45,Rape,0
2002,45,Residential Burglary,19
2002,45,Robbery,1
2002,45,Theft,75
2002,45,Vehicle Theft,39
2002,45,Violent Crimes Total,6
2002,46,Aggravated Assault,4
2002,46,Homicide,0
2002,46,NonResidential Burglary,8
2002,46,Property Crimes Total,241
2002,46,Rape,0
2002,46,Residential Burglary,27
2002,46,Robbery,1
2002,46,Theft,159
2002,46,Vehicle Theft,47
2002,46,Violent Crimes Total,5
2002,47,Aggravated Assault,32
2002,47,Homicide,0
2002,47,NonResidential Burglary,53
2002,47,Property Crimes Total,536
2002,47,Rape,2
2002,47,Residential Burglary,40
2002,47,Robbery,24
2002,47,Theft,337
2002,47,Vehicle Theft,102
2002,47,Violent Crimes Total,58
2002,48,Aggravated Assault,7
2002,48,Homicide,0
2002,48,NonResidential Burglary,17
2002,48,Property Crimes Total,200
2002,48,Rape,0
2002,48,Residential Burglary,27
2002,48,Robbery,3
2002,48,Theft,103
2002,48,Vehicle Theft,52
2002,48,Violent Crimes Total,10
2002,49,Aggravated Assault,15
2002,49,Homicide,1
2002,49,NonResidential Burglary,19
2002,49,Property Crimes Total,374
2002,49,Rape,0
2002,49,Residential Burglary,55
2002,49,Robbery,6
2002,49,Theft,222
2002,49,Vehicle Theft,72
2002,49,Violent Crimes Total,22
2002,5,Aggravated Assault,1
2002,5,Homicide,0
2002,5,NonResidential Burglary,2
2002,5,Property Crimes Total,49
2002,5,Rape,0
2002,5,Residential Burglary,12
2002,5,Robbery,0
2002,5,Theft,32
2002,5,Vehicle Theft,3
2002,5,Violent Crimes Total,1
2002,50,Aggravated Assault,0
2002,50,Homicide,0
2002,50,NonResidential Burglary,21
2002,50,Property Crimes Total,226
2002,50,Rape,0
2002,50,Residential Burglary,39
2002,50,Robbery,5
2002,50,Theft,119
2002,50,Vehicle Theft,43
2002,50,Violent Crimes Total,5
2002,51,Aggravated Assault,7
2002,51,Homicide,0
2002,51,NonResidential Burglary,8
2002,51,Property Crimes Total,214
2002,51,Rape,0
2002,51,Residential Burglary,25
2002,51,Robbery,2
2002,51,Theft,122
2002,51,Vehicle Theft,57
2002,51,Violent Crimes Total,9
2002,52,Aggravated Assault,26
2002,52,Homicide,0
2002,52,NonResidential Burglary,7
2002,52,Property Crimes Total,498
2002,52,Rape,3
2002,52,Residential Burglary,68
2002,52,Robbery,6
2002,52,Theft,301
2002,52,Vehicle Theft,120
2002,52,Violent Crimes Total,35
2002,53.01,Aggravated Assault,57
2002,53.01,Homicide,2
2002,53.01,NonResidential Burglary,38
2002,53.01,Property Crimes Total,710
2002,53.01,Rape,5
2002,53.01,Residential Burglary,84
2002,53.01,Robbery,26
2002,53.01,Theft,491
2002,53.01,Vehicle Theft,94
2002,53.01,Violent Crimes Total,90
2002,53.02,Aggravated Assault,4
2002,53.02,Homicide,0
2002,53.02,NonResidential Burglary,2
2002,53.02,Property Crimes Total,33
2002,53.02,Rape,0
2002,53.02,Residential Burglary,0
2002,53.02,Robbery,1
2002,53.02,Theft,28
2002,53.02,Vehicle Theft,3
2002,53.02,Violent Crimes Total,5
2002,54,Aggravated Assault,7
2002,54,Homicide,0
2002,54,NonResidential Burglary,36
2002,54,Property Crimes Total,360
2002,54,Rape,1
2002,54,Residential Burglary,53
2002,54,Robbery,4
2002,54,Theft,183
2002,54,Vehicle Theft,86
2002,54,Violent Crimes Total,12
2002,55,Aggravated Assault,1
2002,55,Homicide,0
2002,55,NonResidential Burglary,0
2002,55,Property Crimes Total,56
2002,55,Rape,0
2002,55,Residential Burglary,0
2002,55,Robbery,0
2002,55,Theft,56
2002,55,Vehicle Theft,0
2002,55,Violent Crimes Total,1
2002,56,Aggravated Assault,4
2002,56,Homicide,0
2002,56,NonResidential Burglary,2
2002,56,Property Crimes Total,97
2002,56,Rape,0
2002,56,Residential Burglary,26
2002,56,Robbery,3
2002,56,Theft,59
2002,56,Vehicle Theft,10
2002,56,Violent Crimes Total,7
2002,57,Aggravated Assault,3
2002,57,Homicide,0
2002,57,NonResidential Burglary,6
2002,57,Property Crimes Total,133
2002,57,Rape,0
2002,57,Residential Burglary,15
2002,57,Robbery,3
2002,57,Theft,85
2002,57,Vehicle Theft,26
2002,57,Violent Crimes Total,6
2002,58.01,Aggravated Assault,7
2002,58.01,Homicide,0
2002,58.01,NonResidential Burglary,20
2002,58.01,Property Crimes Total,219
2002,58.01,Rape,1
2002,58.01,Residential Burglary,29
2002,58.01,Robbery,3
2002,58.01,Theft,120
2002,58.01,Vehicle Theft,49
2002,58.01,Violent Crimes Total,11
2002,58.02,Aggravated Assault,8
2002,58.02,Homicide,0
2002,58.02,NonResidential Burglary,28
2002,58.02,Property Crimes Total,256
2002,58.02,Rape,0
2002,58.02,Residential Burglary,35
2002,58.02,Robbery,4
2002,58.02,Theft,136
2002,58.02,Vehicle Theft,57
2002,58.02,Violent Crimes Total,12
2002,59,Aggravated Assault,2
2002,59,Homicide,0
2002,59,NonResidential Burglary,11
2002,59,Property Crimes Total,264
2002,59,Rape,0
2002,59,Residential Burglary,34
2002,59,Robbery,2
2002,59,Theft,156
2002,59,Vehicle Theft,62
2002,59,Violent Crimes Total,4
2002,6,Aggravated Assault,31
2002,6,Homicide,1
2002,6,NonResidential Burglary,21
2002,6,Property Crimes Total,509
2002,6,Rape,3
2002,6,Residential Burglary,56
2002,6,Robbery,14
2002,6,Theft,326
2002,6,Vehicle Theft,103
2002,6,Violent Crimes Total,49
2002,60,Aggravated Assault,9
2002,60,Homicide,0
2002,60,NonResidential Burglary,16
2002,60,Property Crimes Total,295
2002,60,Rape,0
2002,60,Residential Burglary,41
2002,60,Robbery,2
2002,60,Theft,169
2002,60,Vehicle Theft,67
2002,60,Violent Crimes Total,11
2002,61,Aggravated Assault,4
2002,61,Homicide,0
2002,61,NonResidential Burglary,15
2002,61,Property Crimes Total,427
2002,61,Rape,0
2002,61,Residential Burglary,77
2002,61,Robbery,1
2002,61,Theft,216
2002,61,Vehicle Theft,118
2002,61,Violent Crimes Total,5
2002,62,Aggravated Assault,2
2002,62,Homicide,0
2002,62,NonResidential Burglary,6
2002,62,Property Crimes Total,226
2002,62,Rape,0
2002,62,Residential Burglary,46
2002,62,Robbery,5
2002,62,Theft,140
2002,62,Vehicle Theft,33
2002,62,Violent Crimes Total,7
2002,63,Aggravated Assault,1
2002,63,Homicide,0
2002,63,NonResidential Burglary,11
2002,63,Property Crimes Total,199
2002,63,Rape,1
2002,63,Residential Burglary,31
2002,63,Robbery,1
2002,63,Theft,119
2002,63,Vehicle Theft,37
2002,63,Violent Crimes Total,3
2002,64,Aggravated Assault,5
2002,64,Homicide,1
2002,64,NonResidential Burglary,9
2002,64,Property Crimes Total,175
2002,64,Rape,0
2002,64,Residential Burglary,45
2002,64,Robbery,1
2002,64,Theft,85
2002,64,Vehicle Theft,35
2002,64,Violent Crimes Total,7
2002,65,Aggravated Assault,5
2002,65,Homicide,0
2002,65,NonResidential Burglary,10
2002,65,Property Crimes Total,271
2002,65,Rape,1
2002,65,Residential Burglary,44
2002,65,Robbery,5
2002,65,Theft,160
2002,65,Vehicle Theft,57
2002,65,Violent Crimes Total,11
2002,66,Aggravated Assault,3
2002,66,Homicide,0
2002,66,NonResidential Burglary,25
2002,66,Property Crimes Total,395
2002,66,Rape,0
2002,66,Residential Burglary,52
2002,66,Robbery,1
2002,66,Theft,214
2002,66,Vehicle Theft,104
2002,66,Violent Crimes Total,4
2002,67.98,Aggravated Assault,11
2002,67.98,Homicide,0
2002,67.98,NonResidential Burglary,21
2002,67.98,Property Crimes Total,552
2002,67.98,Rape,1
2002,67.98,Residential Burglary,56
2002,67.98,Robbery,7
2002,67.98,Theft,356
2002,67.98,Vehicle Theft,119
2002,67.98,Violent Crimes Total,19
2002,68.98,Aggravated Assault,5
2002,68.98,Homicide,0
2002,68.98,NonResidential Burglary,10
2002,68.98,Property Crimes Total,169
2002,68.98,Rape,0
2002,68.98,Residential Burglary,14
2002,68.98,Robbery,3
2002,68.98,Theft,113
2002,68.98,Vehicle Theft,30
2002,68.98,Violent Crimes Total,8
2002,69,Aggravated Assault,6
2002,69,Homicide,0
2002,69,NonResidential Burglary,1
2002,69,Property Crimes Total,191
2002,69,Rape,0
2002,69,Residential Burglary,35
2002,69,Robbery,2
2002,69,Theft,113
2002,69,Vehicle Theft,42
2002,69,Violent Crimes Total,8
2002,7,Aggravated Assault,6
2002,7,Homicide,0
2002,7,NonResidential Burglary,10
2002,7,Property Crimes Total,301
2002,7,Rape,1
2002,7,Residential Burglary,34
2002,7,Robbery,1
2002,7,Theft,193
2002,7,Vehicle Theft,62
2002,7,Violent Crimes Total,8
2002,70,Aggravated Assault,11
2002,70,Homicide,0
2002,70,NonResidential Burglary,19
2002,70,Property Crimes Total,466
2002,70,Rape,0
2002,70,Residential Burglary,59
2002,70,Robbery,10
2002,70,Theft,295
2002,70,Vehicle Theft,91
2002,70,Violent Crimes Total,21
2002,71,Aggravated Assault,20
2002,71,Homicide,0
2002,71,NonResidential Burglary,41
2002,71,Property Crimes Total,807
2002,71,Rape,2
2002,71,Residential Burglary,47
2002,71,Robbery,17
2002,71,Theft,590
2002,71,Vehicle Theft,127
2002,71,Violent Crimes Total,39
2002,72,Aggravated Assault,25
2002,72,Homicide,2
2002,72,NonResidential Burglary,84
2002,72,Property Crimes Total,1002
2002,72,Rape,4
2002,72,Residential Burglary,46
2002,72,Robbery,39
2002,72,Theft,718
2002,72,Vehicle Theft,152
2002,72,Violent Crimes Total,70
2002,73,Aggravated Assault,38
2002,73,Homicide,0
2002,73,NonResidential Burglary,56
2002,73,Property Crimes Total,641
2002,73,Rape,10
2002,73,Residential Burglary,39
2002,73,Robbery,19
2002,73,Theft,449
2002,73,Vehicle Theft,96
2002,73,Violent Crimes Total,67
2002,74,Aggravated Assault,44
2002,74,Homicide,0
2002,74,NonResidential Burglary,17
2002,74,Property Crimes Total,787
2002,74,Rape,1
2002,74,Residential Burglary,163
2002,74,Robbery,34
2002,74,Theft,480
2002,74,Vehicle Theft,125
2002,74,Violent Crimes Total,79
2002,75,Aggravated Assault,50
2002,75,Homicide,0
2002,75,NonResidential Burglary,49
2002,75,Property Crimes Total,830
2002,75,Rape,0
2002,75,Residential Burglary,68
2002,75,Robbery,56
2002,75,Theft,585
2002,75,Vehicle Theft,123
2002,75,Violent Crimes Total,106
2002,76,Aggravated Assault,14
2002,76,Homicide,0
2002,76,NonResidential Burglary,16
2002,76,Property Crimes Total,303
2002,76,Rape,0
2002,76,Residential Burglary,46
2002,76,Robbery,12
2002,76,Theft,194
2002,76,Vehicle Theft,46
2002,76,Violent Crimes Total,26
2002,77,Aggravated Assault,20
2002,77,Homicide,0
2002,77,NonResidential Burglary,24
2002,77,Property Crimes Total,243
2002,77,Rape,0
2002,77,Residential Burglary,52
2002,77,Robbery,9
2002,77,Theft,129
2002,77,Vehicle Theft,37
2002,77,Violent Crimes Total,29
2002,78,Aggravated Assault,3
2002,78,Homicide,0
2002,78,NonResidential Burglary,16
2002,78,Property Crimes Total,187
2002,78,Rape,1
2002,78,Residential Burglary,34
2002,78,Robbery,3
2002,78,Theft,89
2002,78,Vehicle Theft,45
2002,78,Violent Crimes Total,7
2002,79,Aggravated Assault,30
2002,79,Homicide,0
2002,79,NonResidential Burglary,22
2002,79,Property Crimes Total,379
2002,79,Rape,-1
2002,79,Residential Burglary,63
2002,79,Robbery,27
2002,79,Theft,226
2002,79,Vehicle Theft,66
2002,79,Violent Crimes Total,56
2002,8,Aggravated Assault,2
2002,8,Homicide,0
2002,8,NonResidential Burglary,1
2002,8,Property Crimes Total,107
2002,8,Rape,0
2002,8,Residential Burglary,16
2002,8,Robbery,4
2002,8,Theft,72
2002,8,Vehicle Theft,16
2002,8,Violent Crimes Total,6
2002,80,Aggravated Assault,90
2002,80,Homicide,1
2002,80,NonResidential Burglary,68
2002,80,Property Crimes Total,1011
2002,80,Rape,6
2002,80,Residential Burglary,99
2002,80,Robbery,51
2002,80,Theft,690
2002,80,Vehicle Theft,153
2002,80,Violent Crimes Total,148
2002,81,Aggravated Assault,138
2002,81,Homicide,3
2002,81,NonResidential Burglary,137
2002,81,Property Crimes Total,2321
2002,81,Rape,8
2002,81,Residential Burglary,33
2002,81,Robbery,130
2002,81,Theft,1983
2002,81,Vehicle Theft,159
2002,81,Violent Crimes Total,279
2002,82,Aggravated Assault,22
2002,82,Homicide,1
2002,82,NonResidential Burglary,55
2002,82,Property Crimes Total,919
2002,82,Rape,2
2002,82,Residential Burglary,16
2002,82,Robbery,40
2002,82,Theft,789
2002,82,Vehicle Theft,57
2002,82,Violent Crimes Total,65
2002,83,Aggravated Assault,14
2002,83,Homicide,0
2002,83,NonResidential Burglary,29
2002,83,Property Crimes Total,362
2002,83,Rape,1
2002,83,Residential Burglary,45
2002,83,Robbery,10
2002,83,Theft,239
2002,83,Vehicle Theft,48
2002,83,Violent Crimes Total,25
2002,84,Aggravated Assault,44
2002,84,Homicide,0
2002,84,NonResidential Burglary,38
2002,84,Property Crimes Total,629
2002,84,Rape,5
2002,84,Residential Burglary,57
2002,84,Robbery,25
2002,84,Theft,452
2002,84,Vehicle Theft,80
2002,84,Violent Crimes Total,74
2002,85,Aggravated Assault,44
2002,85,Homicide,0
2002,85,NonResidential Burglary,18
2002,85,Property Crimes Total,366
2002,85,Rape,4
2002,85,Residential Burglary,15
2002,85,Robbery,10
2002,85,Theft,248
2002,85,Vehicle Theft,82
2002,85,Violent Crimes Total,58
2002,86,Aggravated Assault,28
2002,86,Homicide,0
2002,86,NonResidential Burglary,34
2002,86,Property Crimes Total,389
2002,86,Rape,1
2002,86,Residential Burglary,38
2002,86,Robbery,12
2002,86,Theft,251
2002,86,Vehicle Theft,66
2002,86,Violent Crimes Total,41
2002,87,Aggravated Assault,24
2002,87,Homicide,1
2002,87,NonResidential Burglary,20
2002,87,Property Crimes Total,328
2002,87,Rape,1
2002,87,Residential Burglary,33
2002,87,Robbery,17
2002,87,Theft,204
2002,87,Vehicle Theft,67
2002,87,Violent Crimes Total,43
2002,88,Aggravated Assault,34
2002,88,Homicide,0
2002,88,NonResidential Burglary,19
2002,88,Property Crimes Total,336
2002,88,Rape,2
2002,88,Residential Burglary,40
2002,88,Robbery,20
2002,88,Theft,232
2002,88,Vehicle Theft,42
2002,88,Violent Crimes Total,56
2002,89,Aggravated Assault,32
2002,89,Homicide,1
2002,89,NonResidential Burglary,25
2002,89,Property Crimes Total,539
2002,89,Rape,1
2002,89,Residential Burglary,88
2002,89,Robbery,30
2002,89,Theft,363
2002,89,Vehicle Theft,60
2002,89,Violent Crimes Total,64
2002,9,Aggravated Assault,0
2002,9,Homicide,0
2002,9,NonResidential Burglary,0
2002,9,Property Crimes Total,58
2002,9,Rape,0
2002,9,Residential Burglary,13
2002,9,Robbery,0
2002,9,Theft,33
2002,9,Vehicle Theft,12
2002,9,Violent Crimes Total,0
2002,90,Aggravated Assault,29
2002,90,Homicide,0
2002,90,NonResidential Burglary,44
2002,90,Property Crimes Total,506
2002,90,Rape,1
2002,90,Residential Burglary,36
2002,90,Robbery,31
2002,90,Theft,363
2002,90,Vehicle Theft,60
2002,90,Violent Crimes Total,61
2002,91,Aggravated Assault,40
2002,91,Homicide,1
2002,91,NonResidential Burglary,42
2002,91,Property Crimes Total,353
2002,91,Rape,2
2002,91,Residential Burglary,16
2002,91,Robbery,36
2002,91,Theft,232
2002,91,Vehicle Theft,62
2002,91,Violent Crimes Total,79
2002,92,Aggravated Assault,59
2002,92,Homicide,0
2002,92,NonResidential Burglary,28
2002,92,Property Crimes Total,424
2002,92,Rape,4
2002,92,Residential Burglary,21
2002,92,Robbery,44
2002,92,Theft,300
2002,92,Vehicle Theft,73
2002,92,Violent Crimes Total,107
2002,93,Aggravated Assault,56
2002,93,Homicide,0
2002,93,NonResidential Burglary,149
2002,93,Property Crimes Total,1489
2002,93,Rape,2
2002,93,Residential Burglary,27
2002,93,Robbery,25
2002,93,Theft,1005
2002,93,Vehicle Theft,305
2002,93,Violent Crimes Total,83
2002,94,Aggravated Assault,28
2002,94,Homicide,2
2002,94,NonResidential Burglary,34
